"SampleID","SpotID","Crystallization_Age_Ma","Hf176_Hf177","Hf176_Hf177_1s","Lu176_Hf177","Yb176_Hf177","Hf176_Hf177_initial","eHf","eHf_1s"
135964.1,"135964-26.1",597,0.282218,9e-06,0.001274,0.05223,0.282203,-6.960283,0.315
135964.1,"135964-27.1",1605,0.281382,1.4e-05,0.001055,0.038283,0.281349,-14.666828,0.49
135964.1,"135964-32.1",1132,0.282119,1.4e-05,0.00133,0.045588,0.28209,0.956541,0.49
135964.1,"135964-36.1",1163,0.282111,1.6e-05,0.00122,0.059801,0.282084,1.425477,0.56
135964.1,"135964-38.1",1174,0.282099,9e-06,0.000448,0.021783,0.282089,1.844298,0.3325
135964.1,"135964-39.1",995,0.282086,8e-06,0.000742,0.037388,0.282072,-2.766686,0.287
135964.1,"135964-41.1",1856,0.281692,1.5e-05,0.003396,0.166639,0.281572,-1.076193,0.525
135964.1,"135964-42.1",1035,0.282145,1e-05,0.001289,0.05134,0.282119,-0.179456,0.35
135964.1,"135964-47.1",1143,0.282184,1.1e-05,0.000546,0.028782,0.282172,4.096409,0.385
135964.1,"135964-50.1",2275,0.281335,1.1e-05,0.00049,0.017622,0.281313,-0.687263,0.385
135964.1,"135964-51.1",561,0.282342,1.5e-05,0.000623,0.022992,0.282335,-3.093831,0.525
135964.1,"135964-53.1",1167,0.282157,8e-06,0.000657,0.035575,0.282142,3.582689,0.301
135964.1,"135964-54.1",1583,0.281872,1.1e-05,0.000802,0.043145,0.281847,2.510408,0.385
135964.1,"135964-55.1",3154,0.280627,1.5e-05,0.000701,0.027859,0.280584,-6.270734,0.525
