"SampleID","SpotID","Pb207.Pb206","Pb207.Pb206_1s","Pb207.U235","Pb207.U235_1s","Pb206.U238","Pb206.U238_1s","Age206.238_Ma","Age206.238_Ma_1s","Age207.206_Ma","Age207.206_Ma_1s","Disc_per"
"GBJD","GBJD-92",0.0653,0.0016,0.9861,0.0216,0.1098,0.0024,672,14,784,21,-3.7
"GBJD","GBJD-93",0.0759,0.0017,1.6675,0.0351,0.1599,0.0035,956,19,1092,20,-4.2
"GBJD","GBJD-94",0.1878,0.003,13.543,0.2079,0.5245,0.0114,2718,48,2723,18,0
"GBJD","GBJD-95",0.0669,0.0031,1.3263,0.0579,0.1442,0.0041,868,23,835,46,1.3
"GBJD","GBJD-96",0.0818,0.003,2.3878,0.0818,0.2125,0.0058,1242,31,1240,31,0.2
"GBJD","GBJD-97",0.0758,0.0019,1.9037,0.0441,0.1828,0.0041,1082,22,1089,21,0
"GBJD","GBJD-98",0.0595,0.0051,0.7538,0.0592,0.0921,0.0039,568,23,587,99,-0.4
"GBJD","GBJD-99",0.1772,0.002,12.2271,0.1315,0.5021,0.0097,2623,42,2627,18,0
"GBJD","GBJD-100",0.0769,0.0109,1.8864,0.2438,0.1784,0.0139,1058,76,1120,140,-1.7
"GBJD","GBJD-101",0.0802,0.0014,2.2338,0.0369,0.2026,0.0042,1189,22,1202,18,-0.3
"GBJD","GBJD-102",0.0797,0.0028,2.2109,0.0723,0.2019,0.0054,1186,29,1189,29,0.2
"GBJD","GBJD-103",0.0643,0.0032,0.9491,0.0433,0.1074,0.0032,658,19,751,49,-3
"GBJD","GBJD-104",0.0814,0.0027,2.3066,0.0695,0.2063,0.0052,1209,28,1230,27,-0.4
"GBJD","GBJD-105",0.0767,0.0011,1.9697,0.0256,0.187,0.0036,1105,20,1112,20,0
