"SampleID","SpotID","Pb207.Pb206","Pb207.Pb206_1s","Pb207.U235","Pb207.U235_1s","U238.Pb206","U238.Pb206_1s","Age206.238_Ma","Age206.238_Ma_1s","Age207.206_Ma","Age207.206_Ma_1s","Disc_per"
184269.1,34.1,0.10815,0.00166,NA,NA,3.144,0.058,1780,28,1769,28,-0.7
184269.1,39.1,0.10914,0.00096,NA,NA,3.098,0.048,1803,24,1785,16,-1
184269.1,26.1,0.11275,0.00169,NA,NA,3.249,0.044,1730,21,1844,27,6.2
184269.1,55.1,0.11347,0.00084,NA,NA,3.061,0.043,1822,22,1856,13,1.8
184269.1,7.1,0.1145,0.00109,NA,NA,2.997,0.046,1856,25,1872,17,0.9
184269.1,10.1,0.11761,0.00118,NA,NA,2.94,0.047,1887,26,1920,18,1.7
184269.1,46.1,0.12244,0.001,NA,NA,2.733,0.039,2010,25,1992,14,-0.9
184269.1,29.1,0.15794,5e-04,NA,NA,2.187,0.027,2427,25,2434,5,0.3
184269.1,53.1,0.15833,0.00059,NA,NA,2.182,0.028,2432,26,2438,6,0.2
184269.1,30.1,0.16163,0.00066,NA,NA,2.163,0.028,2450,26,2473,7,0.9
184269.1,41.1,0.16445,0.00164,NA,NA,2.152,0.037,2460,35,2502,17,1.7
184269.1,54.1,0.16811,0.00115,NA,NA,2.101,0.033,2510,33,2539,11,1.2
184269.1,47.1,0.17007,0.00113,NA,NA,2.03,0.03,2582,32,2558,11,-0.9
184269.1,52.1,0.22343,0.00108,NA,NA,1.775,0.025,2880,33,3006,8,4.2
184269.1,50.1,0.09716,0.00277,NA,NA,5.564,0.128,1066,23,1570,53,32.1
