"SampleID","SpotID","Crystallization_Age_Ma","Hf176_Hf177","Hf176_Hf177_1s","Lu176_Hf177","Lu176_Hf177_1s","Hf176_Hf177_initial","eHf","eHf_1s"
2004581,283,1765,0.281889,3.65e-05,0.000624,6.5e-06,0.281891117829721,8.18511369010233,1.30124185881292
2004581,284,1199,0.282139,3.25e-05,0.0007375,1.7e-06,0.282145322736231,4.25946223937768,1.20835518513383
2004581,285,1183,0.282136,2.65e-05,0.0007719,2.25e-06,0.282140780349249,3.7347696912704,1.00322269439214
2004581,286,1570,0.281845,4.5e-05,0.0009134,2.4e-06,0.281840859790875,1.92449325859378,1.63339579745189
2004581,287,1095,0.282214,3.25e-05,0.0009924,6.5e-07,0.282215525100237,4.38687882379662,1.29481406528259
2004581,288,580,0.282343,4.8e-05,7.676e-05,2.8e-07,0.282365165180097,-1.92659403801088,1.69063951220034
2004581,289,1184,0.28201,3.35e-05,0.0005554,7.5e-07,0.282019599471472,-0.539171354911883,1.23058628274964
2004581,290,677,0.28237,6e-05,0.0005979,3.35e-06,0.28238240302574,0.861594663073006,2.12195685697364
2004581,291,801,0.28223,8e-05,0.000821,2.3e-06,0.282247643301952,-1.12123620014448,2.85639846086036
2004581,292,617,0.28257,0.000155,0.000915,1.7e-05,0.282579410237638,6.49018100017607,5.43603360634622
2004581,293,591,0.281938,4.7e-05,0.00015467,4.6e-07,0.281961285774187,-15.9809250693876,1.66988770400508
2004581,294,1052,0.28207,6e-05,0.001308,1.7e-05,0.282074083898569,-1.60149948391641,2.11134538600832
2004581,295,755,0.28217,9.5e-05,0.0004863,4.05e-06,0.282193104095457,-4.08900563509618,3.31848142726984
2004581,296,591,0.28258,3.85e-05,3.252e-05,4e-07,0.282604639577013,6.79970817145881,1.40367611293111
2004581,297,1515,0.282145,3.85e-05,0.0005778,3.95e-06,0.282155441580018,11.8280415965066,1.51660410211659
2004581,298,645,0.282501,3.15e-05,0.0008666,1.1e-06,0.282518512500034,4.96270595880643,1.11036352698932
2004581,299,670,0.282555,3.2e-05,0.0003767,2.95e-06,0.282578263413773,7.64075509080087,1.16595797269936
2004581,300,544,0.28242,3.35e-05,0.000246,1.1e-05,0.282444491478691,0.0750163465146336,1.19576140383005
2004581,301,539,0.282298,3.45e-05,0.000744,9e-07,0.282320483334822,-4.42755682464213,1.24535267424232
2004581,302,1611,0.281977,3.1e-05,0.001224,6.5e-06,0.281970666702528,7.47097517720618,1.20226694257452
2004581,303,1803,0.28161,2.7e-05,0.0008142,2.55e-06,0.281611156238585,-0.880615037150978,0.962788604304316
2004585,304,547,0.281703,2.9e-05,0.00025836,1.75e-07,0.281731350837737,-25.1069795136027,1.0286561784948
2004585,305,539,0.282002,2.85e-05,7.281e-05,4.25e-07,0.282034264397323,-14.5611542547086,1.03848948190358
2004585,306,524,0.28169,6e-05,0.0008517,6.5e-07,0.281711635873516,-26.3190590831441,2.1265140431839
